id,outcome,width,height,obstacle_percentage,conglomeration_ratio,max_length_agents,num_agents,max_length,metric,time_limit,num_expanded_states,inserted_states,path_length,path_cost,num_waits,grid_time,istance_time,execution_time,memory_used
3663,failure,10,10,0.5,0.7,20,10,10,1,10,2,2,0,0.0,0,0.0,0.0,0.01,60.66
3664,timeout,10,10,0.5,0.7,20,10,100,0,1,0,0,0,0,0,0,0,0,60.66
3665,timeout,10,10,0.5,0.7,20,10,100,0,10,0,0,0,0,0,0,0,0,60.66
3666,timeout,10,10,0.5,0.7,20,10,100,1,1,0,0,0,0,0,0,0,0,60.66
3667,failure,10,10,0.5,0.7,20,10,100,1,10,2,2,0,0.0,0,0.0,0.0,0.01,60.66
3668,failure,10,10,0.5,0.7,20,10,1000,0,1,3,3,0,0.0,0,0.0,0.0,0.01,60.66
3669,failure,10,10,0.5,0.7,20,10,1000,0,10,106,106,0,0.0,0,0.0,0.0,0.02,60.66
3670,overlap,10,10,0.5,0.7,20,10,1000,1,1,0,0,0,0.0,0,0.0,0.0,0.01,60.66
3670,timeout,10,10,0.5,0.7,20,10,1000,1,1,0,0,0,0,0,0,0,0,60.66
3671,failure,10,10,0.5,0.7,20,10,1000,1,10,3,3,0,0.0,0,0.0,0.0,0.01,60.66
3672,timeout,10,10,0.9,0.4,3,1,10,0,1,0,0,0,0,0,0,0,0,60.66
3673,timeout,10,10,0.9,0.4,3,1,10,0,10,0,0,0,0,0,0,0,0,60.66
3674,timeout,10,10,0.9,0.4,3,1,10,1,1,0,0,0,0,0,0,0,0,60.66
3675,failure,10,10,0.9,0.4,3,1,10,1,10,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3676,timeout,10,10,0.9,0.4,3,1,100,0,1,0,0,0,0,0,0,0,0,60.66
3677,timeout,10,10,0.9,0.4,3,1,100,0,10,0,0,0,0,0,0,0,0,60.66
3678,timeout,10,10,0.9,0.4,3,1,100,1,1,0,0,0,0,0,0,0,0,60.66
3679,timeout,10,10,0.9,0.4,3,1,100,1,10,0,0,0,0,0,0,0,0,60.66
3680,timeout,10,10,0.9,0.4,3,1,1000,0,1,0,0,0,0,0,0,0,0,60.66
3681,failure,10,10,0.9,0.4,3,1,1000,0,10,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3682,overlap,10,10,0.9,0.4,3,1,1000,1,1,0,0,0,0.0,0,0.0,0.0,0.0,60.66
3682,failure,10,10,0.9,0.4,3,1,1000,1,1,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3683,failure,10,10,0.9,0.4,3,1,1000,1,10,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3684,timeout,10,10,0.9,0.4,3,3,10,0,1,0,0,0,0,0,0,0,0,60.66
3685,timeout,10,10,0.9,0.4,3,3,10,0,10,0,0,0,0,0,0,0,0,60.66
3686,timeout,10,10,0.9,0.4,3,3,10,1,1,0,0,0,0,0,0,0,0,60.66
3687,timeout,10,10,0.9,0.4,3,3,10,1,10,0,0,0,0,0,0,0,0,60.66
3688,timeout,10,10,0.9,0.4,3,3,100,0,1,0,0,0,0,0,0,0,0,60.66
3689,timeout,10,10,0.9,0.4,3,3,100,0,10,0,0,0,0,0,0,0,0,60.66
3690,timeout,10,10,0.9,0.4,3,3,100,1,1,0,0,0,0,0,0,0,0,60.66
3691,timeout,10,10,0.9,0.4,3,3,100,1,10,0,0,0,0,0,0,0,0,60.66
3692,timeout,10,10,0.9,0.4,3,3,1000,0,1,0,0,0,0,0,0,0,0,60.66
3693,timeout,10,10,0.9,0.4,3,3,1000,0,10,0,0,0,0,0,0,0,0,60.66
3694,timeout,10,10,0.9,0.4,3,3,1000,1,1,0,0,0,0,0,0,0,0,60.66
3695,timeout,10,10,0.9,0.4,3,3,1000,1,10,0,0,0,0,0,0,0,0,60.66
3696,timeout,10,10,0.9,0.4,3,10,10,0,1,0,0,0,0,0,0,0,0,60.66
3697,timeout,10,10,0.9,0.4,3,10,10,0,10,0,0,0,0,0,0,0,0,60.66
3698,timeout,10,10,0.9,0.4,3,10,10,1,1,0,0,0,0,0,0,0,0,60.66
3699,timeout,10,10,0.9,0.4,3,10,10,1,10,0,0,0,0,0,0,0,0,60.66
3700,timeout,10,10,0.9,0.4,3,10,100,0,1,0,0,0,0,0,0,0,0,60.66
3701,timeout,10,10,0.9,0.4,3,10,100,0,10,0,0,0,0,0,0,0,0,60.66
3702,timeout,10,10,0.9,0.4,3,10,100,1,1,0,0,0,0,0,0,0,0,60.66
3703,timeout,10,10,0.9,0.4,3,10,100,1,10,0,0,0,0,0,0,0,0,60.66
3704,timeout,10,10,0.9,0.4,3,10,1000,0,1,0,0,0,0,0,0,0,0,60.66
3705,timeout,10,10,0.9,0.4,3,10,1000,0,10,0,0,0,0,0,0,0,0,60.66
3706,timeout,10,10,0.9,0.4,3,10,1000,1,1,0,0,0,0,0,0,0,0,60.66
3707,timeout,10,10,0.9,0.4,3,10,1000,1,10,0,0,0,0,0,0,0,0,60.66
3708,failure,10,10,0.9,0.4,8,1,10,0,1,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3709,timeout,10,10,0.9,0.4,8,1,10,0,10,0,0,0,0,0,0,0,0,60.66
3710,timeout,10,10,0.9,0.4,8,1,10,1,1,0,0,0,0,0,0,0,0,60.66
3711,timeout,10,10,0.9,0.4,8,1,10,1,10,0,0,0,0,0,0,0,0,60.66
3712,failure,10,10,0.9,0.4,8,1,100,0,1,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3713,overlap,10,10,0.9,0.4,8,1,100,0,10,0,0,0,0.0,0,0.0,0.0,0.0,60.66
3713,timeout,10,10,0.9,0.4,8,1,100,0,10,0,0,0,0,0,0,0,0,60.66
3714,timeout,10,10,0.9,0.4,8,1,100,1,1,0,0,0,0,0,0,0,0,60.66
3715,failure,10,10,0.9,0.4,8,1,100,1,10,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3716,timeout,10,10,0.9,0.4,8,1,1000,0,1,0,0,0,0,0,0,0,0,60.66
3717,failure,10,10,0.9,0.4,8,1,1000,0,10,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3718,failure,10,10,0.9,0.4,8,1,1000,1,1,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3719,timeout,10,10,0.9,0.4,8,1,1000,1,10,0,0,0,0,0,0,0,0,60.66
3720,timeout,10,10,0.9,0.4,8,3,10,0,1,0,0,0,0,0,0,0,0,60.66
3721,timeout,10,10,0.9,0.4,8,3,10,0,10,0,0,0,0,0,0,0,0,60.66
3722,timeout,10,10,0.9,0.4,8,3,10,1,1,0,0,0,0,0,0,0,0,60.66
3723,timeout,10,10,0.9,0.4,8,3,10,1,10,0,0,0,0,0,0,0,0,60.66
3724,timeout,10,10,0.9,0.4,8,3,100,0,1,0,0,0,0,0,0,0,0,60.66
3725,timeout,10,10,0.9,0.4,8,3,100,0,10,0,0,0,0,0,0,0,0,60.66
3726,timeout,10,10,0.9,0.4,8,3,100,1,1,0,0,0,0,0,0,0,0,60.66
3727,timeout,10,10,0.9,0.4,8,3,100,1,10,0,0,0,0,0,0,0,0,60.66
3728,timeout,10,10,0.9,0.4,8,3,1000,0,1,0,0,0,0,0,0,0,0,60.66
3729,timeout,10,10,0.9,0.4,8,3,1000,0,10,0,0,0,0,0,0,0,0,60.66
3730,timeout,10,10,0.9,0.4,8,3,1000,1,1,0,0,0,0,0,0,0,0,60.66
3731,timeout,10,10,0.9,0.4,8,3,1000,1,10,0,0,0,0,0,0,0,0,60.66
3732,timeout,10,10,0.9,0.4,8,10,10,0,1,0,0,0,0,0,0,0,0,60.66
3733,timeout,10,10,0.9,0.4,8,10,10,0,10,0,0,0,0,0,0,0,0,60.66
3734,timeout,10,10,0.9,0.4,8,10,10,1,1,0,0,0,0,0,0,0,0,60.66
3735,timeout,10,10,0.9,0.4,8,10,10,1,10,0,0,0,0,0,0,0,0,60.66
3736,timeout,10,10,0.9,0.4,8,10,100,0,1,0,0,0,0,0,0,0,0,60.66
3737,timeout,10,10,0.9,0.4,8,10,100,0,10,0,0,0,0,0,0,0,0,60.66
3738,timeout,10,10,0.9,0.4,8,10,100,1,1,0,0,0,0,0,0,0,0,60.66
3739,timeout,10,10,0.9,0.4,8,10,100,1,10,0,0,0,0,0,0,0,0,60.66
3740,timeout,10,10,0.9,0.4,8,10,1000,0,1,0,0,0,0,0,0,0,0,60.66
3741,timeout,10,10,0.9,0.4,8,10,1000,0,10,0,0,0,0,0,0,0,0,60.66
3742,timeout,10,10,0.9,0.4,8,10,1000,1,1,0,0,0,0,0,0,0,0,60.66
3743,timeout,10,10,0.9,0.4,8,10,1000,1,10,0,0,0,0,0,0,0,0,60.66
3744,timeout,10,10,0.9,0.4,20,1,10,0,1,0,0,0,0,0,0,0,0,60.66
3745,failure,10,10,0.9,0.4,20,1,10,0,10,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3746,failure,10,10,0.9,0.4,20,1,10,1,1,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3747,timeout,10,10,0.9,0.4,20,1,10,1,10,0,0,0,0,0,0,0,0,60.66
3748,failure,10,10,0.9,0.4,20,1,100,0,1,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3749,failure,10,10,0.9,0.4,20,1,100,0,10,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3750,timeout,10,10,0.9,0.4,20,1,100,1,1,0,0,0,0,0,0,0,0,60.66
3751,timeout,10,10,0.9,0.4,20,1,100,1,10,0,0,0,0,0,0,0,0,60.66
3752,failure,10,10,0.9,0.4,20,1,1000,0,1,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3753,failure,10,10,0.9,0.4,20,1,1000,0,10,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3754,timeout,10,10,0.9,0.4,20,1,1000,1,1,0,0,0,0,0,0,0,0,60.66
3755,failure,10,10,0.9,0.4,20,1,1000,1,10,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3756,timeout,10,10,0.9,0.4,20,3,10,0,1,0,0,0,0,0,0,0,0,60.66
3757,timeout,10,10,0.9,0.4,20,3,10,0,10,0,0,0,0,0,0,0,0,60.66
3758,timeout,10,10,0.9,0.4,20,3,10,1,1,0,0,0,0,0,0,0,0,60.66
3759,timeout,10,10,0.9,0.4,20,3,10,1,10,0,0,0,0,0,0,0,0,60.66
3760,timeout,10,10,0.9,0.4,20,3,100,0,1,0,0,0,0,0,0,0,0,60.66
3761,timeout,10,10,0.9,0.4,20,3,100,0,10,0,0,0,0,0,0,0,0,60.66
3762,timeout,10,10,0.9,0.4,20,3,100,1,1,0,0,0,0,0,0,0,0,60.66
3763,timeout,10,10,0.9,0.4,20,3,100,1,10,0,0,0,0,0,0,0,0,60.66
3764,timeout,10,10,0.9,0.4,20,3,1000,0,1,0,0,0,0,0,0,0,0,60.66
3765,timeout,10,10,0.9,0.4,20,3,1000,0,10,0,0,0,0,0,0,0,0,60.66
3766,timeout,10,10,0.9,0.4,20,3,1000,1,1,0,0,0,0,0,0,0,0,60.66
3767,timeout,10,10,0.9,0.4,20,3,1000,1,10,0,0,0,0,0,0,0,0,60.66
3768,timeout,10,10,0.9,0.4,20,10,10,0,1,0,0,0,0,0,0,0,0,60.66
3769,timeout,10,10,0.9,0.4,20,10,10,0,10,0,0,0,0,0,0,0,0,60.66
3770,timeout,10,10,0.9,0.4,20,10,10,1,1,0,0,0,0,0,0,0,0,60.66
3771,timeout,10,10,0.9,0.4,20,10,10,1,10,0,0,0,0,0,0,0,0,60.66
3772,timeout,10,10,0.9,0.4,20,10,100,0,1,0,0,0,0,0,0,0,0,60.66
3773,timeout,10,10,0.9,0.4,20,10,100,0,10,0,0,0,0,0,0,0,0,60.66
3774,timeout,10,10,0.9,0.4,20,10,100,1,1,0,0,0,0,0,0,0,0,60.66
3775,timeout,10,10,0.9,0.4,20,10,100,1,10,0,0,0,0,0,0,0,0,60.66
3776,timeout,10,10,0.9,0.4,20,10,1000,0,1,0,0,0,0,0,0,0,0,60.66
3777,timeout,10,10,0.9,0.4,20,10,1000,0,10,0,0,0,0,0,0,0,0,60.66
3778,timeout,10,10,0.9,0.4,20,10,1000,1,1,0,0,0,0,0,0,0,0,60.66
3779,timeout,10,10,0.9,0.4,20,10,1000,1,10,0,0,0,0,0,0,0,0,60.66
3780,failure,10,10,0.9,0.7,3,1,10,0,1,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3781,overlap,10,10,0.9,0.7,3,1,10,0,10,0,0,0,0.0,0,0.0,0.0,0.0,60.66
3781,failure,10,10,0.9,0.7,3,1,10,0,10,44,44,0,0.0,0,0.0,0.0,0.0,60.66
3782,timeout,10,10,0.9,0.7,3,1,10,1,1,0,0,0,0,0,0,0,0,60.66
3783,overlap,10,10,0.9,0.7,3,1,10,1,10,0,0,0,0.0,0,0.0,0.0,0.0,60.66
3783,failure,10,10,0.9,0.7,3,1,10,1,10,44,44,0,0.0,0,0.0,0.0,0.0,60.66
3784,failure,10,10,0.9,0.7,3,1,100,0,1,59,59,0,0.0,0,0.0,0.0,0.0,60.66
3785,failure,10,10,0.9,0.7,3,1,100,0,10,59,59,0,0.0,0,0.0,0.0,0.0,60.66
3786,failure,10,10,0.9,0.7,3,1,100,1,1,48,48,0,0.0,0,0.0,0.0,0.0,60.66
3787,overlap,10,10,0.9,0.7,3,1,100,1,10,0,0,0,0.0,0,0.0,0.0,0.0,60.66
3787,timeout,10,10,0.9,0.7,3,1,100,1,10,0,0,0,0,0,0,0,0,60.66
3788,timeout,10,10,0.9,0.7,3,1,1000,0,1,0,0,0,0,0,0,0,0,60.66
3789,timeout,10,10,0.9,0.7,3,1,1000,0,10,0,0,0,0,0,0,0,0,60.66
3790,timeout,10,10,0.9,0.7,3,1,1000,1,1,0,0,0,0,0,0,0,0,60.66
3791,failure,10,10,0.9,0.7,3,1,1000,1,10,59,59,0,0.0,0,0.0,0.0,0.0,60.66
3792,timeout,10,10,0.9,0.7,3,3,10,0,1,0,0,0,0,0,0,0,0,60.66
3793,overlap,10,10,0.9,0.7,3,3,10,0,10,0,0,0,0.0,0,0.0,0.0,0.0,60.66
3793,timeout,10,10,0.9,0.7,3,3,10,0,10,0,0,0,0,0,0,0,0,60.66
3794,timeout,10,10,0.9,0.7,3,3,10,1,1,0,0,0,0,0,0,0,0,60.66
3795,timeout,10,10,0.9,0.7,3,3,10,1,10,0,0,0,0,0,0,0,0,60.66
3796,timeout,10,10,0.9,0.7,3,3,100,0,1,0,0,0,0,0,0,0,0,60.66
3797,timeout,10,10,0.9,0.7,3,3,100,0,10,0,0,0,0,0,0,0,0,60.66
3798,overlap,10,10,0.9,0.7,3,3,100,1,1,0,0,0,0.0,0,0.0,0.0,0.0,60.66
3798,timeout,10,10,0.9,0.7,3,3,100,1,1,0,0,0,0,0,0,0,0,60.66
3799,failure,10,10,0.9,0.7,3,3,100,1,10,3,3,0,0.0,0,0.0,0.0,0.0,60.66
3800,timeout,10,10,0.9,0.7,3,3,1000,0,1,0,0,0,0,0,0,0,0,60.66
3801,timeout,10,10,0.9,0.7,3,3,1000,0,10,0,0,0,0,0,0,0,0,60.66
3802,failure,10,10,0.9,0.7,3,3,1000,1,1,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3803,timeout,10,10,0.9,0.7,3,3,1000,1,10,0,0,0,0,0,0,0,0,60.66
3804,timeout,10,10,0.9,0.7,3,10,10,0,1,0,0,0,0,0,0,0,0,60.66
3805,timeout,10,10,0.9,0.7,3,10,10,0,10,0,0,0,0,0,0,0,0,60.66
3806,timeout,10,10,0.9,0.7,3,10,10,1,1,0,0,0,0,0,0,0,0,60.66
3807,timeout,10,10,0.9,0.7,3,10,10,1,10,0,0,0,0,0,0,0,0,60.66
3808,timeout,10,10,0.9,0.7,3,10,100,0,1,0,0,0,0,0,0,0,0,60.66
3809,timeout,10,10,0.9,0.7,3,10,100,0,10,0,0,0,0,0,0,0,0,60.66
3810,timeout,10,10,0.9,0.7,3,10,100,1,1,0,0,0,0,0,0,0,0,60.66
3811,timeout,10,10,0.9,0.7,3,10,100,1,10,0,0,0,0,0,0,0,0,60.66
3812,timeout,10,10,0.9,0.7,3,10,1000,0,1,0,0,0,0,0,0,0,0,60.66
3813,timeout,10,10,0.9,0.7,3,10,1000,0,10,0,0,0,0,0,0,0,0,60.66
3814,timeout,10,10,0.9,0.7,3,10,1000,1,1,0,0,0,0,0,0,0,0,60.66
3815,timeout,10,10,0.9,0.7,3,10,1000,1,10,0,0,0,0,0,0,0,0,60.66
3816,failure,10,10,0.9,0.7,8,1,10,0,1,44,44,0,0.0,0,0.0,0.0,0.0,60.66
3817,failure,10,10,0.9,0.7,8,1,10,0,10,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3818,overlap,10,10,0.9,0.7,8,1,10,1,1,0,0,0,0.0,0,0.0,0.0,0.0,60.66
3818,timeout,10,10,0.9,0.7,8,1,10,1,1,0,0,0,0,0,0,0,0,60.66
3819,failure,10,10,0.9,0.7,8,1,10,1,10,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3820,failure,10,10,0.9,0.7,8,1,100,0,1,84,84,0,0.0,0,0.0,0.0,0.0,60.66
3821,failure,10,10,0.9,0.7,8,1,100,0,10,84,84,0,0.0,0,0.0,0.0,0.0,60.66
3822,failure,10,10,0.9,0.7,8,1,100,1,1,68,68,0,0.0,0,0.0,0.0,0.0,60.66
3823,timeout,10,10,0.9,0.7,8,1,100,1,10,0,0,0,0,0,0,0,0,60.66
3824,timeout,10,10,0.9,0.7,8,1,1000,0,1,0,0,0,0,0,0,0,0,60.66
3825,failure,10,10,0.9,0.7,8,1,1000,0,10,84,84,0,0.0,0,0.0,0.0,0.0,60.66
3826,failure,10,10,0.9,0.7,8,1,1000,1,1,84,84,0,0.0,0,0.0,0.0,0.0,60.66
3827,failure,10,10,0.9,0.7,8,1,1000,1,10,84,84,0,0.0,0,0.0,0.0,0.0,60.66
3828,timeout,10,10,0.9,0.7,8,3,10,0,1,0,0,0,0,0,0,0,0,60.66
3829,timeout,10,10,0.9,0.7,8,3,10,0,10,0,0,0,0,0,0,0,0,60.66
3830,timeout,10,10,0.9,0.7,8,3,10,1,1,0,0,0,0,0,0,0,0,60.66
3831,timeout,10,10,0.9,0.7,8,3,10,1,10,0,0,0,0,0,0,0,0,60.66
3832,timeout,10,10,0.9,0.7,8,3,100,0,1,0,0,0,0,0,0,0,0,60.66
3833,timeout,10,10,0.9,0.7,8,3,100,0,10,0,0,0,0,0,0,0,0,60.66
3834,timeout,10,10,0.9,0.7,8,3,100,1,1,0,0,0,0,0,0,0,0,60.66
3835,timeout,10,10,0.9,0.7,8,3,100,1,10,0,0,0,0,0,0,0,0,60.66
3836,timeout,10,10,0.9,0.7,8,3,1000,0,1,0,0,0,0,0,0,0,0,60.66
3837,timeout,10,10,0.9,0.7,8,3,1000,0,10,0,0,0,0,0,0,0,0,60.66
3838,timeout,10,10,0.9,0.7,8,3,1000,1,1,0,0,0,0,0,0,0,0,60.66
3839,timeout,10,10,0.9,0.7,8,3,1000,1,10,0,0,0,0,0,0,0,0,60.66
3840,timeout,10,10,0.9,0.7,8,10,10,0,1,0,0,0,0,0,0,0,0,60.66
3841,timeout,10,10,0.9,0.7,8,10,10,0,10,0,0,0,0,0,0,0,0,60.66
3842,timeout,10,10,0.9,0.7,8,10,10,1,1,0,0,0,0,0,0,0,0,60.66
3843,timeout,10,10,0.9,0.7,8,10,10,1,10,0,0,0,0,0,0,0,0,60.66
3844,timeout,10,10,0.9,0.7,8,10,100,0,1,0,0,0,0,0,0,0,0,60.66
3845,timeout,10,10,0.9,0.7,8,10,100,0,10,0,0,0,0,0,0,0,0,60.66
3846,timeout,10,10,0.9,0.7,8,10,100,1,1,0,0,0,0,0,0,0,0,60.66
3847,timeout,10,10,0.9,0.7,8,10,100,1,10,0,0,0,0,0,0,0,0,60.66
3848,timeout,10,10,0.9,0.7,8,10,1000,0,1,0,0,0,0,0,0,0,0,60.66
3849,timeout,10,10,0.9,0.7,8,10,1000,0,10,0,0,0,0,0,0,0,0,60.66
3850,timeout,10,10,0.9,0.7,8,10,1000,1,1,0,0,0,0,0,0,0,0,60.66
3851,timeout,10,10,0.9,0.7,8,10,1000,1,10,0,0,0,0,0,0,0,0,60.66
3852,failure,10,10,0.9,0.7,20,1,10,0,1,34,34,0,0.0,0,0.0,0.0,0.0,60.66
3853,failure,10,10,0.9,0.7,20,1,10,0,10,44,44,0,0.0,0,0.0,0.0,0.0,60.66
3854,failure,10,10,0.9,0.7,20,1,10,1,1,36,36,0,0.0,0,0.0,0.0,0.0,60.66
3855,failure,10,10,0.9,0.7,20,1,10,1,10,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3856,failure,10,10,0.9,0.7,20,1,100,0,1,144,144,0,0.0,0,0.0,0.0,0.0,60.66
3857,overlap,10,10,0.9,0.7,20,1,100,0,10,0,0,0,0.0,0,0.0,0.0,0.0,60.66
3857,overlap,10,10,0.9,0.7,20,1,100,0,10,0,0,0,0.0,0,0.0,0.0,0.0,60.66
3857,overlap,10,10,0.9,0.7,20,1,100,0,10,0,0,0,0.0,0,0.0,0.0,0.0,60.66
3857,failure,10,10,0.9,0.7,20,1,100,0,10,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3858,failure,10,10,0.9,0.7,20,1,100,1,1,144,144,0,0.0,0,0.0,0.0,0.0,60.66
3859,failure,10,10,0.9,0.7,20,1,100,1,10,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3860,failure,10,10,0.9,0.7,20,1,1000,0,1,116,116,0,0.0,0,0.0,0.0,0.0,60.66
3861,failure,10,10,0.9,0.7,20,1,1000,0,10,112,112,0,0.0,0,0.0,0.0,0.0,60.66
3862,failure,10,10,0.9,0.7,20,1,1000,1,1,112,112,0,0.0,0,0.0,0.0,0.0,60.66
3863,failure,10,10,0.9,0.7,20,1,1000,1,10,114,114,0,0.0,0,0.0,0.0,0.0,60.66
3864,timeout,10,10,0.9,0.7,20,3,10,0,1,0,0,0,0,0,0,0,0,60.66
3865,timeout,10,10,0.9,0.7,20,3,10,0,10,0,0,0,0,0,0,0,0,60.66
3866,timeout,10,10,0.9,0.7,20,3,10,1,1,0,0,0,0,0,0,0,0,60.66
3867,timeout,10,10,0.9,0.7,20,3,10,1,10,0,0,0,0,0,0,0,0,60.66
3868,overlap,10,10,0.9,0.7,20,3,100,0,1,0,0,0,0.0,0,0.0,0.0,0.0,60.66
3868,timeout,10,10,0.9,0.7,20,3,100,0,1,0,0,0,0,0,0,0,0,60.66
3869,timeout,10,10,0.9,0.7,20,3,100,0,10,0,0,0,0,0,0,0,0,60.66
3870,timeout,10,10,0.9,0.7,20,3,100,1,1,0,0,0,0,0,0,0,0,60.66
3871,failure,10,10,0.9,0.7,20,3,100,1,10,1,1,0,0.0,0,0.0,0.0,0.0,60.66
3872,timeout,10,10,0.9,0.7,20,3,1000,0,1,0,0,0,0,0,0,0,0,60.66
3873,timeout,10,10,0.9,0.7,20,3,1000,0,10,0,0,0,0,0,0,0,0,60.66
3874,timeout,10,10,0.9,0.7,20,3,1000,1,1,0,0,0,0,0,0,0,0,60.66
3875,timeout,10,10,0.9,0.7,20,3,1000,1,10,0,0,0,0,0,0,0,0,60.66
3876,timeout,10,10,0.9,0.7,20,10,10,0,1,0,0,0,0,0,0,0,0,60.66
3877,timeout,10,10,0.9,0.7,20,10,10,0,10,0,0,0,0,0,0,0,0,60.66
3878,timeout,10,10,0.9,0.7,20,10,10,1,1,0,0,0,0,0,0,0,0,60.66
3879,timeout,10,10,0.9,0.7,20,10,10,1,10,0,0,0,0,0,0,0,0,60.66
3880,timeout,10,10,0.9,0.7,20,10,100,0,1,0,0,0,0,0,0,0,0,60.66
3881,timeout,10,10,0.9,0.7,20,10,100,0,10,0,0,0,0,0,0,0,0,60.66
3882,timeout,10,10,0.9,0.7,20,10,100,1,1,0,0,0,0,0,0,0,0,60.66
3883,timeout,10,10,0.9,0.7,20,10,100,1,10,0,0,0,0,0,0,0,0,60.66
3884,timeout,10,10,0.9,0.7,20,10,1000,0,1,0,0,0,0,0,0,0,0,60.66
3885,timeout,10,10,0.9,0.7,20,10,1000,0,10,0,0,0,0,0,0,0,0,60.66
3886,timeout,10,10,0.9,0.7,20,10,1000,1,1,0,0,0,0,0,0,0,0,60.66
3887,timeout,10,10,0.9,0.7,20,10,1000,1,10,0,0,0,0,0,0,0,0,60.66
3888,failure,10,100,0.2,0.4,3,1,10,0,1,687,687,0,0.0,0,0.0,0.0,0.03,60.66
3889,failure,10,100,0.2,0.4,3,1,10,0,10,687,687,0,0.0,0,0.0,0.0,0.03,60.66
3890,failure,10,100,0.2,0.4,3,1,10,1,1,687,687,0,0.0,0,0.0,0.0,0.03,60.66
3891,failure,10,100,0.2,0.4,3,1,10,1,10,680,680,0,0.0,0,0.0,0.0,0.03,60.66
3892,success,10,100,0.2,0.4,3,1,100,0,1,54,209,22,23.657,0,0.01,0.0,0.0,60.66
3893,success,10,100,0.2,0.4,3,1,100,0,10,54,209,22,23.657,0,0.01,0.0,0.0,60.66
3894,success,10,100,0.2,0.4,3,1,100,1,1,87,300,22,23.657,0,0.01,0.0,0.01,60.66
3895,success,10,100,0.2,0.4,3,1,100,1,10,87,300,22,23.657,0,0.01,0.0,0.01,60.66
3896,success,10,100,0.2,0.4,3,1,1000,0,1,54,209,22,23.657,0,0.01,0.0,0.0,60.66
3897,success,10,100,0.2,0.4,3,1,1000,0,10,54,209,22,23.657,0,0.01,0.0,0.0,60.66
3898,success,10,100,0.2,0.4,3,1,1000,1,1,87,300,22,23.657,0,0.01,0.0,0.01,60.66
3899,success,10,100,0.2,0.4,3,1,1000,1,10,87,300,22,23.657,0,0.01,0.0,0.01,60.66
3900,failure,10,100,0.2,0.4,3,3,10,0,1,682,682,0,0.0,0,0.0,0.0,0.05,60.66
3901,failure,10,100,0.2,0.4,3,3,10,0,10,687,687,0,0.0,0,0.0,0.0,0.07,60.66
3902,failure,10,100,0.2,0.4,3,3,10,1,1,687,687,0,0.0,0,0.0,0.0,0.06,60.66
3903,failure,10,100,0.2,0.4,3,3,10,1,10,674,674,0,0.0,0,0.0,0.0,0.05,60.66
3904,success,10,100,0.2,0.4,3,3,100,0,1,54,209,22,23.657,0,0.01,0.0,0.01,60.66
3905,success,10,100,0.2,0.4,3,3,100,0,10,54,209,22,23.657,0,0.01,0.0,0.0,60.66
3906,success,10,100,0.2,0.4,3,3,100,1,1,87,300,22,23.657,0,0.01,0.0,0.01,60.66
3907,success,10,100,0.2,0.4,3,3,100,1,10,87,300,22,23.657,0,0.01,0.0,0.01,60.66
3908,success,10,100,0.2,0.4,3,3,1000,0,1,54,209,22,23.657,0,0.01,0.0,0.01,60.66
3909,success,10,100,0.2,0.4,3,3,1000,0,10,50,197,22,23.657,0,0.01,0.0,0.0,60.66
3910,success,10,100,0.2,0.4,3,3,1000,1,1,87,300,22,23.657,0,0.01,0.0,0.01,60.66
3911,success,10,100,0.2,0.4,3,3,1000,1,10,86,294,22,23.657,0,0.01,0.0,0.01,60.66
3912,failure,10,100,0.2,0.4,3,10,10,0,1,660,660,0,0.0,0,0.0,0.0,0.12,60.66
3913,failure,10,100,0.2,0.4,3,10,10,0,10,686,686,0,0.0,0,0.0,0.0,0.11,60.66
3914,failure,10,100,0.2,0.4,3,10,10,1,1,682,682,0,0.0,0,0.0,0.0,0.12,60.66
3915,failure,10,100,0.2,0.4,3,10,10,1,10,687,687,0,0.0,0,0.0,0.0,0.11,60.66
3916,success,10,100,0.2,0.4,3,10,100,0,1,54,209,22,23.657,0,0.01,0.0,0.01,60.66
3917,success,10,100,0.2,0.4,3,10,100,0,10,54,209,22,23.657,0,0.01,0.0,0.01,60.66
